Subject,Date,Body,filepath,Source
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 6 3. introduction to csf profiles and tiers this section defines the concepts of csf profiles and tiers. 3.1. csf profiles a csf organizational profile describes an organization s current and/or target cybersecurity posture in terms of the core s outcomes. organizational profiles are used to understand, tailor, assess, prioritize, and communicate the core s outcomes by considering an organization s mission objectives, stakeholder expectations, threat landscape, and requirements. an organization can then prioritize its actions to achieve specific outcomes and communicate that information to stakeholders. every organizational profile includes one or both of the following: 1. a current profile specifies the core outcomes that an organization is currently achieving (or attempting to achieve) and characterizes how or to what extent each outcome is being achieved. 2. a target profile specifies the desired outcomes that an organization has selected and prioritized for achieving its cybersecurity risk management objectives. a target profile considers anticipated changes to the organization s cybersecurity posture, such as new requirements, new technology adoption, and threat intelligence trends. a community profile is a baseline of csf outcomes that is created and published to address shared interests and goals among a number of organizations. a community profile is typically developed for a particular sector, subsector, technology, threat type, or other use case. an organization can use a community profile as the basis for its own target profile. examples of community profiles can be found on the nist csf website. the steps shown in fig. 3 and summarized below illustrate one way that an organization could use an organizational profile to help inform continuous improvement of its cybersecurity. fig. 3. steps for creating and using a csf organizational profile",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 7 1. scope the organizational profile. document the high-level facts and assumptions on which the profile will be based to define its scope. an organization can have as many organizational profiles as desired, each with a different scope. for example, a profile could address an entire organization or be scoped to an organization s financial systems or to countering ransomware threats and handling ransomware incidents involving those financial systems. 2. gather the information needed to prepare the organizational profile. examples of information may include organizational policies, risk management priorities and resources, enterprise risk profiles, business impact analysis (bia) registers, cybersecurity requirements and standards followed by the organization, practices and tools (e.g., procedures and safeguards), and work roles. 3. create the organizational profile. determine what types of information the profile should include for the selected csf outcomes, and document the needed information. consider the risk implications of the current profile to inform target profile planning and prioritization. also, consider using a community profile as the basis for the target profile. 4. analyze the gaps between the current and target profiles, and create an action plan. conduct a gap analysis to identify and analyze the differences between the current and target profiles, and develop a prioritized action plan (e.g., risk register, risk detail report, plan of action and milestones [poa&m]) to address those gaps. 5. implement the action plan, and update the organizational profile. follow the action plan to address the gaps and move the organization toward the target profile. an action plan may have an overall deadline or be ongoing. given the importance of continual improvement, an organization can repeat these steps as often as needed. there are additional uses for organizational profiles. for example, a current profile can be used to document and communicate the organization s cybersecurity capabilities and known opportunities for improvement with external stakeholders, such as business partners or prospective customers. also, a target profile can help express the organization s cybersecurity risk management requirements and expectations to suppliers, partners, and other third parties as a target for those parties to achieve. 3.2. csf tiers an organization can choose to use the tiers to inform its current and target profiles. tiers characterize the rigor of an organization s cybersecurity risk governance and management practices, and they provide context for how an organization views cybersecurity risks and the processes in place to manage those risks. the tiers, as shown in fig. 4 and notionally illustrated in appendix b, reflect an organization s practices for managing cybersecurity risk as partial (tier 1), risk informed (tier 2), repeatable (tier 3), and adaptive (tier 4). the tiers describe a progression from informal, ad hoc responses to approaches that are agile, risk-informed, and",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 8 continuously improving. selecting tiers helps set the overall tone for how an organization will manage its cybersecurity risks. fig. 4. csf tiers for cybersecurity risk governance and management tiers should complement an organization s cybersecurity risk management methodology rather than replace it. for example, an organization can use the tiers to communicate internally as a benchmark for an organization-wide1 1 for the purposes of this document, the terms organization-wide and enterprise have the same meaning. approach to managing cybersecurity risks. progression to higher tiers is encouraged when risks or mandates are greater or when a cost-benefit analysis indicates a feasible and cost-effective reduction of negative cybersecurity risks. the nist csf website provides additional information on using profiles and tiers. it includes pointers to nist-hosted organizational profile templates and a repository of community profiles in a variety of machine-readable and human-usable formats.",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 9 4. introduction to online resources that supplement the csf nist and other organizations have produced a suite of online resources that help organizations understand, adopt, and use the csf. since they are hosted online, these additional resources can be updated more frequently than this document, which is updated infrequently to provide stability to its users, and be available in machine-readable formats. this section provides an overview of three types of online resources: informative references, implementation examples, and quick start guides. informative references are mappings that indicate relationships between the core and various standards, guidelines, regulations, and other content. informative references help inform how an organization may achieve the core s outcomes. informative references can be sector- or technology-specific. they may be produced by nist or another organization. some informative references are narrower in scope than a subcategory. for example, a particular control from sp 800-53, security and privacy controls for information systems and organizations, may be one of many references needed to achieve the outcome described in one subcategory. other informative references may be higher-level, such as a requirement from a policy that partially addresses numerous subcategories. when using the csf, an organization can identify the most relevant informative references. implementation examples provide notional examples of concise, action-oriented steps to help achieve the outcomes of the subcategories. verbs used to express examples include share, document, develop, perform, monitor, analyze, assess, and exercise. the examples are not a comprehensive list of all actions that could be taken by an organization to achieve an outcome, nor do they represent a baseline of required actions to address cybersecurity risks. quick-start guides (qsgs) are brief documents on specific csf-related topics and are often tailored to specific audiences. qsgs can help an organization implement the csf because they distill specific portions of the csf into actionable first steps that an organization can consider on the path to improving their cybersecurity posture and management of associated risks. the guides are revised in their own time frames, and new guides are added as needed. suggestions for new informative references for csf 2.0 can always be shared with nist at olir@nist.gov. suggestions for other resources to reference on the nist csf website, including additional qsg topics, should be directed to cyberframework@nist.gov.",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 10 5. improving cybersecurity risk communication and integration the csf s use will vary based on an organization s unique mission and risks. with an understanding of stakeholder expectations and risk appetite and tolerance (as outlined in govern), an organization can prioritize cybersecurity activities to make informed decisions about cybersecurity expenditures and actions. an organization may choose to handle risk in one or more ways including mitigating, transferring, avoiding, or accepting negative risks and realizing, sharing, enhancing, or accepting positive risks depending on the potential impacts and likelihoods. importantly, an organization can use the csf both internally to manage its cybersecurity capabilities and externally to oversee or communicate with third parties. regardless of the csf s utilization, an organization may benefit from using the csf as guidance to help it understand, assess, prioritize, and communicate cybersecurity risks and the actions that will manage those risks. the selected outcomes can be used to focus on and implement strategic decisions to improve cybersecurity postures and maintain continuity of missionessential functions while taking priorities and available resources into account. 5.1. improving risk management communication the csf provides a basis for improved communication regarding cybersecurity expectations, planning, and resources. the csf fosters bidirectional information flow (as shown in the top half of fig. 5) between executives who focus on the organization s priorities and strategic direction and managers who manage specific cybersecurity risks that could affect the achievement of those priorities. the csf also supports a similar flow (as shown in the bottom half of fig. 5) between managers and the practitioners who implement and operate the technologies. the left side of the figure indicates the importance of practitioners sharing their updates, insights, and concerns with managers and executives. fig. 5. using the csf to improve risk management communication",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 11 preparing to create and use organizational profiles involves gathering information about organizational priorities, resources, and risk direction from executives. managers then collaborate with practitioners to communicate business needs and create risk-informed organizational profiles. actions to close any gaps identified between the current and target profiles will be implemented by managers and practitioners and will provide key inputs into system-level plans. as the target state is achieved throughout the organization including through controls and monitoring applied at the system level the updated results can be shared through risk registers and progress reports. as part of ongoing assessment, managers gain insights to make adjustments that further reduce potential harms and increase potential benefits. the govern function supports organizational risk communication with executives. executives discussions involve strategy, particularly how cybersecurity-related uncertainties might affect the achievement of organizational objectives. these governance discussions support dialogue and agreement about risk management strategies (including cybersecurity supply chain risk); roles, responsibilities, and authorities; policies; and oversight. as executives establish cybersecurity priorities and objectives based on those needs, they communicate expectations about risk appetite, accountability, and resources. executives are also responsible for integrating cybersecurity risk management with erm programs and lower-level risk management programs (see sec. 5.2). the communications reflected in the top half of fig. 5 can include considerations for erm and the lower-level programs and, thus, inform managers and practitioners. the overall cybersecurity objectives set by executives are informed by and cascade to managers. in a commercial entity, these may apply to a line-of-business or operating division. for government entities, these may be division- or branch-level considerations. when implementing the csf, managers will focus on how to achieve risk targets through common services, controls, and collaboration, as expressed in the target profile and improved through the actions being tracked in the action plan (e.g., risk register, risk detail report, poa&m). practitioners focus on implementing the target state and measuring changes in operational risk to help plan, carry out, and monitor specific cybersecurity activities. as controls are implemented to manage risk at an acceptable level, practitioners provide managers and executives with the information (e.g., key performance indicators, key risk indicators) they need to understand the organization s cybersecurity posture, make informed decisions, and maintain or adjust the risk strategy accordingly. executives can also combine this cybersecurity risk data with information about other types of risk from across the organization. updates to expectations and priorities are included in updated organizational profiles as the cycle repeats. 5.2. improving integration with other risk management programs every organization faces numerous types of ict risk (e.g., privacy, supply chain, artificial intelligence) and may use frameworks and management tools that are specific to each risk. some organizations integrate ict and all other risk management efforts at a high level by using erm, while others keep the efforts separate to ensure adequate attention on each. small",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 12 organizations by their nature may monitor risk at the enterprise level, while larger companies may maintain separate risk management efforts integrated into the erm. organizations can employ an erm approach to balance a portfolio of risk considerations, including cybersecurity, and make informed decisions. executives receive significant input about current and planned risk activities as they integrate governance and risk strategies with results from previous uses of the csf. the csf helps organizations to translate their terminology for cybersecurity and cybersecurity risk management into general risk management language that executives will understand. nist resources that describe the mutual relationship between cybersecurity risk management and erm include: nist cybersecurity framework 2.0 enterprise risk management quick-start guide nist interagency report (ir) 8286, integrating cybersecurity and enterprise risk management (erm) ir 8286a, identifying and estimating cybersecurity risk for enterprise risk management ir 8286b, prioritizing cybersecurity risk for enterprise risk management ir 8286c, staging cybersecurity risks for enterprise risk management and governance oversight ir 8286d, using business impact analysis to inform risk prioritization and response sp 800-221, enterprise impact of information and communications technology risk: governing and managing ict risk programs within an enterprise risk portfolio sp 800-221a, information and communications technology (ict) risk outcomes: integrating ict risk management programs with the enterprise risk portfolio an organization may also find the csf beneficial for integrating cybersecurity risk management with individual ict risk management programs, such as: cybersecurity risk management and assessment: the csf can be integrated with established cybersecurity risk management and assessment programs, such as sp 800- 37, risk management framework for information systems and organizations, and sp 800-30, guide for conducting risk assessments from the nist risk management framework (rmf). for an organization using the nist rmf and its suite of publications, the csf can be used to complement the rmf s approach to selecting and prioritizing controls from sp 800-53, security and privacy controls for information systems and organizations. privacy risks: while cybersecurity and privacy are independent disciplines, their objectives overlap in certain circumstances, as illustrated in fig. 6.",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 13 fig. 6. cybersecurity and privacy risk relationship cybersecurity risk management is essential for addressing privacy risks related to the loss of the confidentiality, integrity, and availability of individuals data. for example, data breaches could lead to identity theft. however, privacy risks can also arise by means that are unrelated to cybersecurity incidents. an organization processes data to achieve mission or business purposes, which can sometimes give rise to privacy events whereby individuals may experience problems as a result of the data processing. these problems can be expressed in various ways, but nist describes them as ranging from dignity-type effects (e.g., embarrassment or stigma) to more tangible harms (e.g., discrimination, economic loss, or physical harm). the nist privacy framework and cybersecurity framework can be used together to address the different aspects of cybersecurity and privacy risks. additionally, nist s privacy risk assessment methodology (pram) has a catalog of example problems for use in privacy risk assessments. supply chain risks: an organization can use the csf to foster cybersecurity risk oversight and communications with stakeholders across supply chains. all types of technology rely on a complex, globally distributed, extensive, and interconnected supply chain ecosystem with geographically diverse routes and multiple levels of outsourcing. this ecosystem is composed of public- and private-sector entities (e.g., acquirers, suppliers, developers, system integrators, external system service providers, and other technology-related service providers) that interact to research, develop, design, manufacture, acquire, deliver, integrate, operate, maintain, dispose of, and otherwise utilize or manage technology products and services. these interactions are shaped and influenced by technologies, laws, policies, procedures, and practices. given the complex and interconnected relationships in this ecosystem, supply chain risk management (scrm) is critical for organizations. cybersecurity scrm (c-scrm) is a systematic process for managing exposure to cybersecurity risk throughout supply chains and developing appropriate response strategies, policies, processes, and procedures. the subcategories within the csf c-scrm category [gv.sc] provide a connection between outcomes that focus purely on cybersecurity and those that focus",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 14 on c-scrm. sp 800-161r1 (revision 1), cybersecurity supply chain risk management practices for systems and organizations, provides in-depth information on c-scrm. risks from emerging technologies: as new technologies and new applications of technology become available, new risks become clear. a contemporary example is artificial intelligence (ai), which has cybersecurity and privacy risks, as well as many other types of risk. the nist artificial intelligence risk management framework (ai rmf) was developed to help address these risks. treating ai risks alongside other enterprise risks (e.g., financial, cybersecurity, reputational, and privacy) will yield a more integrated outcome and organizational efficiencies. cybersecurity and privacy risk management considerations and approaches are applicable to the design, development, deployment, evaluation, and use of ai systems. the ai rmf core uses functions, categories, and subcategories to describe ai outcomes and help manage risks related to ai.",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 15 appendix a. csf core this appendix describes the functions, categories, and subcategories of the csf core. table 1 lists the csf 2.0 core function and category names and unique alphabetic identifiers. each function name in the table is linked to its portion of the appendix. the order of functions, categories, and subcategories of the core is not alphabetical; it is intended to resonate most with those charged with operationalizing risk management within an organization. the numbering of the subcategories is intentionally not sequential; gaps in numbering indicate csf 1.1 subcategories that were relocated in csf 2.0. table 1. csf 2.0 core function and category names and identifiers the csf core, informative references, and implementation examples are available on the csf 2.0 website and through the csf 2.0 reference tool, which allows users to explore them and export them in human- and machine-readable formats. the csf 2.0 core is also available in a legacy format similar to that of csf 1.1. function category category identifier govern (gv) organizational context gv.oc risk management strategy gv.rm roles, responsibilities, and authorities gv.rr policy gv.po oversight gv.ov cybersecurity supply chain risk management gv.sc identify (id) asset management id.am risk assessment id.ra improvement id.im protect (pr) identity management, authentication, and access control pr.aa awareness and training pr.at data security pr.ds platform security pr.ps technology infrastructure resilience pr.ir detect (de) continuous monitoring de.cm adverse event analysis de.ae respond (rs) incident management rs.ma incident analysis rs.an incident response reporting and communication rs.co incident mitigation rs.mi recover (rc) incident recovery plan execution rc.rp incident recovery communication rc.co",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 16 govern (gv): the organization s cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored organizational context (gv.oc): the circumstances mission, stakeholder expectations, dependencies, and legal, regulatory, and contractual requirements surrounding the organization s cybersecurity risk management decisions are understood o gv.oc-01: the organizational mission is understood and informs cybersecurity risk management o gv.oc-02: internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered o gv.oc-03: legal, regulatory, and contractual requirements regarding cybersecurity including privacy and civil liberties obligations are understood and managed o gv.oc-04: critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated o gv.oc-05: outcomes, capabilities, and services that the organization depends on are understood and communicated risk management strategy (gv.rm): the organization s priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions o gv.rm-01: risk management objectives are established and agreed to by organizational stakeholders o gv.rm-02: risk appetite and risk tolerance statements are established, communicated, and maintained o gv.rm-03: cybersecurity risk management activities and outcomes are included in enterprise risk management processes o gv.rm-04: strategic direction that describes appropriate risk response options is established and communicated o gv.rm-05: lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties o gv.rm-06: a standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated o gv.rm-07: strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 17 roles, responsibilities, and authorities (gv.rr): cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated o gv.rr-01: organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving o gv.rr-02: roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced o gv.rr-03: adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies o gv.rr-04: cybersecurity is included in human resources practices policy (gv.po): organizational cybersecurity policy is established, communicated, and enforced o gv.po-01: policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced o gv.po-02: policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission oversight (gv.ov): results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy o gv.ov-01: cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction o gv.ov-02: the cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks o gv.ov-03: organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed cybersecurity supply chain risk management (gv.sc): cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders o gv.sc-01: a cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders o gv.sc-02: cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally o gv.sc-03: cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes o gv.sc-04: suppliers are known and prioritized by criticality",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 18 o gv.sc-05: requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties o gv.sc-06: planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships o gv.sc-07: the risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship o gv.sc-08: relevant suppliers and other third parties are included in incident planning, response, and recovery activities o gv.sc-09: supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle o gv.sc-10: cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement identify (id): the organization s current cybersecurity risks are understood asset management (id.am): assets (e.g., data, hardware, software, systems, facilities, services, people) that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization s risk strategy o id.am-01: inventories of hardware managed by the organization are maintained o id.am-02: inventories of software, services, and systems managed by the organization are maintained o id.am-03: representations of the organization s authorized network communication and internal and external network data flows are maintained o id.am-04: inventories of services provided by suppliers are maintained o id.am-05: assets are prioritized based on classification, criticality, resources, and impact on the mission o id.am-07: inventories of data and corresponding metadata for designated data types are maintained o id.am-08: systems, hardware, software, services, and data are managed throughout their life cycles risk assessment (id.ra): the cybersecurity risk to the organization, assets, and individuals is understood by the organization o id.ra-01: vulnerabilities in assets are identified, validated, and recorded",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 19 o id.ra-02: cyber threat intelligence is received from information sharing forums and sources o id.ra-03: internal and external threats to the organization are identified and recorded o id.ra-04: potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded o id.ra-05: threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization o id.ra-06: risk responses are chosen, prioritized, planned, tracked, and communicated o id.ra-07: changes and exceptions are managed, assessed for risk impact, recorded, and tracked o id.ra-08: processes for receiving, analyzing, and responding to vulnerability disclosures are established o id.ra-09: the authenticity and integrity of hardware and software are assessed prior to acquisition and use o id.ra-10: critical suppliers are assessed prior to acquisition improvement (id.im): improvements to organizational cybersecurity risk management processes, procedures and activities are identified across all csf functions o id.im-01: improvements are identified from evaluations o id.im-02: improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties o id.im-03: improvements are identified from execution of operational processes, procedures, and activities o id.im-04: incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved protect (pr): safeguards to manage the organization s cybersecurity risks are used identity management, authentication, and access control (pr.aa): access to physical and logical assets is limited to authorized users, services, and hardware and managed commensurate with the assessed risk of unauthorized access o pr.aa-01: identities and credentials for authorized users, services, and hardware are managed by the organization o pr.aa-02: identities are proofed and bound to credentials based on the context of interactions o pr.aa-03: users, services, and hardware are authenticated o pr.aa-04: identity assertions are protected, conveyed, and verified",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 20 o pr.aa-05: access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties o pr.aa-06: physical access to assets is managed, monitored, and enforced commensurate with risk awareness and training (pr.at): the organization s personnel are provided with cybersecurity awareness and training so that they can perform their cybersecurity-related tasks o pr.at-01: personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind o pr.at-02: individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind data security (pr.ds): data are managed consistent with the organization s risk strategy to protect the confidentiality, integrity, and availability of information o pr.ds-01: the confidentiality, integrity, and availability of data-at-rest are protected o pr.ds-02: the confidentiality, integrity, and availability of data-in-transit are protected o pr.ds-10: the confidentiality, integrity, and availability of data-in-use are protected o pr.ds-11: backups of data are created, protected, maintained, and tested platform security (pr.ps): the hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization s risk strategy to protect their confidentiality, integrity, and availability o pr.ps-01: configuration management practices are established and applied o pr.ps-02: software is maintained, replaced, and removed commensurate with risk o pr.ps-03: hardware is maintained, replaced, and removed commensurate with risk o pr.ps-04: log records are generated and made available for continuous monitoring o pr.ps-05: installation and execution of unauthorized software are prevented o pr.ps-06: secure software development practices are integrated, and their performance is monitored throughout the software development life cycle technology infrastructure resilience (pr.ir): security architectures are managed with the organization s risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience o pr.ir-01: networks and environments are protected from unauthorized logical access and usage",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 21 o pr.ir-02: the organization s technology assets are protected from environmental threats o pr.ir-03: mechanisms are implemented to achieve resilience requirements in normal and adverse situations o pr.ir-04: adequate resource capacity to ensure availability is maintained detect (de): possible cybersecurity attacks and compromises are found and analyzed continuous monitoring (de.cm): assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events o de.cm-01: networks and network services are monitored to find potentially adverse events o de.cm-02: the physical environment is monitored to find potentially adverse events o de.cm-03: personnel activity and technology usage are monitored to find potentially adverse events o de.cm-06: external service provider activities and services are monitored to find potentially adverse events o de.cm-09: computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events adverse event analysis (de.ae): anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents o de.ae-02: potentially adverse events are analyzed to better understand associated activities o de.ae-03: information is correlated from multiple sources o de.ae-04: the estimated impact and scope of adverse events are understood o de.ae-06: information on adverse events is provided to authorized staff and tools o de.ae-07: cyber threat intelligence and other contextual information are integrated into the analysis o de.ae-08: incidents are declared when adverse events meet the defined incident criteria",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 22 respond (rs): actions regarding a detected cybersecurity incident are taken incident management (rs.ma): responses to detected cybersecurity incidents are managed o rs.ma-01: the incident response plan is executed in coordination with relevant third parties once an incident is declared o rs.ma-02: incident reports are triaged and validated o rs.ma-03: incidents are categorized and prioritized o rs.ma-04: incidents are escalated or elevated as needed o rs.ma-05: the criteria for initiating incident recovery are applied incident analysis (rs.an): investigations are conducted to ensure effective response and support forensics and recovery activities o rs.an-03: analysis is performed to establish what has taken place during an incident and the root cause of the incident o rs.an-06: actions performed during an investigation are recorded, and the records integrity and provenance are preserved o rs.an-07: incident data and metadata are collected, and their integrity and provenance are preserved o rs.an-08: an incident s magnitude is estimated and validated incident response reporting and communication (rs.co): response activities are coordinated with internal and external stakeholders as required by laws, regulations, or policies o rs.co-02: internal and external stakeholders are notified of incidents o rs.co-03: information is shared with designated internal and external stakeholders incident mitigation (rs.mi): activities are performed to prevent expansion of an event and mitigate its effects o rs.mi-01: incidents are contained o rs.mi-02: incidents are eradicated recover (rc): assets and operations affected by a cybersecurity incident are restored incident recovery plan execution (rc.rp): restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents o rc.rp-01: the recovery portion of the incident response plan is executed once initiated from the incident response process",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
NIST_CSWP_29,4/16/25,"nist cswp 29 the nist cybersecurity framework (csf) 2.0 february 26, 2024 23 o rc.rp-02: recovery actions are selected, scoped, prioritized, and performed o rc.rp-03: the integrity of backups and other restoration assets is verified before using them for restoration o rc.rp-04: critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms o rc.rp-05: the integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed o rc.rp-06: the end of incident recovery is declared based on criteria, and incidentrelated documentation is completed incident recovery communication (rc.co): restoration activities are coordinated with internal and external parties o rc.co-03: recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders o rc.co-04: public updates on incident recovery are shared using approved methods and messaging",BERT GRC classifier/IDme/CADDIE_phase2/regulations /NIST_CSWP_29.pdf,External
